,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,TSLA210115C00005000,2019-12-17 20:47:42,5.0,376.85,397.4,403.65,0.0,0.0,3,4,3.4560560473632815,True,REGULAR,USD
1,TSLA210115C00010000,2019-11-18 20:35:09,10.0,340.78,392.35,398.35,0.0,0.0,11,11,2.3974649438476563,True,REGULAR,USD
2,TSLA210115C00015000,2019-10-18 15:23:48,15.0,244.64,315.0,322.15,0.0,0.0,2,0,1.0000000000000003e-05,True,REGULAR,USD
3,TSLA210115C00020000,2019-11-04 14:32:43,20.0,292.07,313.2,318.5,0.0,0.0,2,13,1.0000000000000003e-05,True,REGULAR,USD
4,TSLA210115C00025000,2019-10-15 16:10:10,25.0,233.81,324.3,329.65,0.0,0.0,3,0,1.0000000000000003e-05,True,REGULAR,USD
5,TSLA210115C00030000,2019-11-04 14:46:53,30.0,283.55,303.3,308.35,0.0,0.0,2,19,1.0000000000000003e-05,True,REGULAR,USD
6,TSLA210115C00035000,2019-10-18 15:23:48,35.0,263.06,0.0,0.0,0.0,0.0,1,0,1.0000000000000003e-05,True,REGULAR,USD
7,TSLA210115C00040000,2019-12-19 16:47:16,40.0,363.7,362.4,368.5,0.0,0.0,130,0,1.3367953082275388,True,REGULAR,USD
8,TSLA210115C00045000,2019-12-18 18:49:04,45.0,346.16,357.25,363.0,0.0,0.0,2,93,1.2148476757812499,True,REGULAR,USD
9,TSLA210115C00050000,2019-12-19 19:54:58,50.0,354.55,352.3,358.65,0.0,0.0,11,0,1.2098428179931637,True,REGULAR,USD
10,TSLA210115C00055000,2019-12-19 19:24:35,55.0,349.25,347.1,354.15,0.0,0.0,4,0,0.6289099609375001,True,REGULAR,USD
11,TSLA210115C00060000,2019-12-19 19:58:29,60.0,344.47,342.1,349.15,0.0,0.0,21,341,0.6015664843750002,True,REGULAR,USD
12,TSLA210115C00065000,2019-12-19 19:19:16,65.0,340.45,337.05,344.6,0.0,0.0,138,0,0.7070341796875,True,REGULAR,USD
13,TSLA210115C00070000,2019-12-19 19:01:47,70.0,334.55,332.1,339.75,0.0,0.0,2,83,0.708010732421875,True,REGULAR,USD
14,TSLA210115C00075000,2019-12-19 19:58:29,75.0,329.8,327.2,334.9,0.0,0.0,4,123,0.70898728515625,True,REGULAR,USD
15,TSLA210115C00080000,2019-12-19 20:09:56,80.0,324.85,322.2,330.0,0.0,0.0,11,0,0.6914093359375001,True,REGULAR,USD
16,TSLA210115C00085000,2019-11-06 15:27:42,85.0,234.2,248.2,255.8,0.0,0.0,2,9,1.0000000000000003e-05,True,REGULAR,USD
17,TSLA210115C00090000,2019-10-28 17:56:09,90.0,237.33,237.0,245.8,0.0,0.0,8,6,1.0000000000000003e-05,True,REGULAR,USD
18,TSLA210115C00095000,2019-10-30 19:01:31,95.0,221.1,232.25,241.2,0.0,0.0,2,29,1.0000000000000003e-05,True,REGULAR,USD
19,TSLA210115C00100000,2019-12-18 16:41:58,100.0,290.0,302.65,311.0,0.0,0.0,2,395,0.6823762231445314,True,REGULAR,USD
20,TSLA210115C00105000,2019-11-11 20:21:31,105.0,241.0,251.2,259.8,0.0,0.0,2,5,1.0000000000000003e-05,True,REGULAR,USD
21,TSLA210115C00110000,2019-10-28 17:55:38,110.0,218.19,219.75,227.0,0.0,0.0,6,32,1.0000000000000003e-05,True,REGULAR,USD
22,TSLA210115C00115000,2019-10-24 19:21:36,115.0,186.6,217.95,224.1,0.0,0.0,10,12,1.0000000000000003e-05,True,REGULAR,USD
23,TSLA210115C00120000,2019-11-19 18:00:52,120.0,242.0,283.55,292.0,0.0,0.0,1,6,0.6596713720703126,True,REGULAR,USD
24,TSLA210115C00125000,2019-12-16 17:09:34,125.0,260.01,278.85,286.3,0.0,0.0,1,57,0.6275672009277344,True,REGULAR,USD
25,TSLA210115C00130000,2019-12-19 16:00:22,130.0,277.1,274.0,281.7,0.0,0.0,1,562,0.6228065063476562,True,REGULAR,USD
26,TSLA210115C00135000,2019-07-05 14:56:56,135.0,117.5,0.0,0.0,0.0,0.0,2,0,1.0000000000000003e-05,True,REGULAR,USD
27,TSLA210115C00140000,2019-12-16 15:11:55,140.0,240.35,265.85,272.85,0.0,0.0,2,59,0.6486851538085938,True,REGULAR,USD
28,TSLA210115C00145000,2019-12-16 15:51:33,145.0,233.8,260.3,269.0,0.0,0.0,11,57,0.6397741101074219,True,REGULAR,USD
29,TSLA210115C00150000,2019-12-19 17:04:20,150.0,256.45,256.6,264.0,0.0,0.0,12,0,0.6419103192138673,True,REGULAR,USD
30,TSLA210115C00155000,2019-12-18 18:11:43,155.0,240.42,251.9,259.0,0.0,0.0,1,146,0.6273840972900393,True,REGULAR,USD
31,TSLA210115C00160000,2019-11-19 19:08:09,160.0,205.25,248.45,253.1,0.0,0.0,1,12,0.6182594326782228,True,REGULAR,USD
32,TSLA210115C00165000,2019-12-12 17:48:53,165.0,202.57,243.7,248.55,0.0,0.0,1,0,0.6096535617065432,True,REGULAR,USD
33,TSLA210115C00170000,2019-12-17 20:46:13,170.0,218.1,239.2,244.0,0.0,0.0,1,90,0.6040383834838869,True,REGULAR,USD
34,TSLA210115C00175000,2019-08-23 15:58:00,175.0,71.55,91.45,93.6,0.0,0.0,17,0,1.0000000000000003e-05,True,REGULAR,USD
35,TSLA210115C00180000,2019-12-20 16:39:06,180.0,231.75,230.25,235.05,10.75,4.8642535,2,0,0.5936319934082033,True,REGULAR,USD
36,TSLA210115C00185000,2019-12-16 20:54:41,185.0,203.75,225.8,232.85,0.0,0.0,9,1498,0.6113320117187502,True,REGULAR,USD
37,TSLA210115C00190000,2019-12-18 15:46:41,190.0,205.0,219.0,226.25,0.0,0.0,2,115,0.559147474975586,True,REGULAR,USD
38,TSLA210115C00195000,2019-12-19 20:53:29,195.0,217.45,217.05,224.0,0.0,0.0,3,0,0.5988504470825197,True,REGULAR,USD
39,TSLA210115C00200000,2019-12-20 20:59:22,200.0,214.75,212.7,217.5,0.009994507,0.004654236,21,0,0.5741009387207032,True,REGULAR,USD
40,TSLA210115C00210000,2019-12-20 19:18:08,210.0,206.85,204.1,208.85,3.100006,1.5214754,63,488,0.564304894104004,True,REGULAR,USD
41,TSLA210115C00220000,2019-12-19 18:15:45,220.0,195.02,194.1,202.4,0.0,0.0,3,934,0.5589033367919922,True,REGULAR,USD
42,TSLA210115C00230000,2019-12-20 19:40:16,230.0,189.9,187.35,192.15,-0.1000061,-0.05263479,1,0,0.5476119458007813,True,REGULAR,USD
43,TSLA210115C00240000,2019-12-20 18:36:11,240.0,182.0,179.7,184.05,2.0,1.1111112,9,0,0.5430343548583985,True,REGULAR,USD
44,TSLA210115C00245000,2019-12-20 19:07:17,245.0,178.36,175.15,179.95,34.059998,23.603601,4,182,0.5353287434387208,True,REGULAR,USD
45,TSLA210115C00250000,2019-12-20 17:29:54,250.0,172.0,171.4,175.0,0.0,0.0,4,2989,0.5271958901977539,True,REGULAR,USD
46,TSLA210115C00255000,2019-12-19 14:36:55,255.0,164.0,167.7,170.35,0.0,0.0,2,162,0.5209245906066895,True,REGULAR,USD
47,TSLA210115C00260000,2019-12-20 16:24:19,260.0,163.0,163.35,168.15,-1.0,-0.60975605,28,1728,0.5242051974487304,True,REGULAR,USD
48,TSLA210115C00265000,2019-12-17 20:44:29,265.0,141.15,160.15,162.85,0.0,0.0,1,0,0.5164538101196289,True,REGULAR,USD
49,TSLA210115C00270000,2019-12-20 18:37:03,270.0,159.0,155.7,160.5,2.630005,1.6819113,11,422,0.5171862246704101,True,REGULAR,USD
50,TSLA210115C00275000,2019-12-19 15:42:13,275.0,151.8,152.15,155.0,0.0,0.0,8,991,0.5062457823181152,True,REGULAR,USD
51,TSLA210115C00280000,2019-12-20 17:28:53,280.0,148.8,148.25,151.35,-1.3999939,-0.9320865,2,0,0.5025379336547852,True,REGULAR,USD
52,TSLA210115C00285000,2019-12-20 20:57:21,285.0,146.8,145.2,149.5,0.30000305,0.20478024,2,196,0.5107165628051759,True,REGULAR,USD
53,TSLA210115C00290000,2019-12-20 15:37:36,290.0,141.4,141.35,144.25,0.8999939,0.64056504,3,0,0.5120440641784667,True,REGULAR,USD
54,TSLA210115C00295000,2019-12-18 19:41:07,295.0,129.0,137.7,140.4,0.0,0.0,3,155,0.5062610409545899,True,REGULAR,USD
55,TSLA210115C00300000,2019-12-20 20:50:20,300.0,135.1,131.5,138.75,-0.05999756,-0.044390023,38,6636,0.518834157409668,True,REGULAR,USD
56,TSLA210115C00305000,2019-12-19 17:19:28,305.0,129.45,130.7,133.25,0.0,0.0,8,322,0.49860120544433595,True,REGULAR,USD
57,TSLA210115C00310000,2019-12-19 19:29:18,310.0,128.2,127.05,130.75,0.0,0.0,7,689,0.5029956927490236,True,REGULAR,USD
58,TSLA210115C00315000,2019-12-18 20:28:07,315.0,115.0,123.9,126.65,0.0,0.0,2,0,0.49409990768432627,True,REGULAR,USD
