,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,TSLA210917C00015000,2019-10-14 04:00:13,15.0,225.63,330.2,338.95,0.0,0.0,,,1.0000000000000003e-05,True,REGULAR,USD
1,TSLA210917C00020000,2019-11-05 19:52:46,20.0,297.73,311.85,319.75,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
2,TSLA210917C00025000,2019-11-05 19:54:06,25.0,292.62,306.95,314.35,0.0,0.0,2.0,1.0,1.0000000000000003e-05,True,REGULAR,USD
3,TSLA210917C00030000,2019-10-14 16:57:19,30.0,227.15,318.0,325.95,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
4,TSLA210917C00035000,2019-12-20 18:22:34,35.0,371.45,365.95,374.6,2.2000122,0.5958056,20.0,0.0,1.2014200085449218,True,REGULAR,USD
5,TSLA210917C00040000,2019-12-20 18:22:34,40.0,366.44,360.95,369.6,70.140015,23.671959,10.0,15.0,1.1267133508300784,True,REGULAR,USD
6,TSLA210917C00045000,2019-12-20 18:17:31,45.0,361.55,356.3,364.65,2.0799866,0.5786259,20.0,0.0,1.065800569458008,True,REGULAR,USD
7,TSLA210917C00050000,2019-11-07 16:46:48,50.0,289.17,281.65,291.0,0.0,0.0,1.0,2.0,1.0000000000000003e-05,True,REGULAR,USD
8,TSLA210917C00055000,2019-11-12 16:40:10,55.0,292.78,298.55,308.5,0.0,0.0,2.0,147.0,1.0000000000000003e-05,True,REGULAR,USD
9,TSLA210917C00060000,2019-12-20 18:17:31,60.0,346.72,341.55,350.25,2.2600098,0.6561023,40.0,0.0,0.5981485498046876,True,REGULAR,USD
10,TSLA210917C00065000,2019-12-19 19:50:52,65.0,340.4,336.75,345.35,0.0,0.0,2.0,93.0,0.6030313134765627,True,REGULAR,USD
11,TSLA210917C00070000,2019-11-07 16:46:44,70.0,270.05,262.45,272.0,0.0,0.0,54.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
12,TSLA210917C00075000,2019-11-12 14:34:45,75.0,271.5,280.9,289.3,0.0,0.0,18.0,9.0,1.0000000000000003e-05,True,REGULAR,USD
13,TSLA210917C00080000,2019-10-18 16:01:29,80.0,184.55,253.3,260.9,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD
14,TSLA210917C00085000,2019-10-28 14:01:21,85.0,251.81,243.45,252.0,0.0,0.0,2.0,44.0,1.0000000000000003e-05,True,REGULAR,USD
15,TSLA210917C00090000,2019-11-07 16:45:01,90.0,251.04,244.65,253.2,0.0,0.0,2.0,30.0,1.0000000000000003e-05,True,REGULAR,USD
16,TSLA210917C00110000,2019-10-18 16:58:57,110.0,162.65,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
17,TSLA210917C00140000,2019-10-29 15:40:09,140.0,189.62,196.2,204.7,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD
